t_stamp,UGS05/AC/DISCH_PRESS
2020-08-21 22:54:20.470,5.2950093358710255
2020-08-21 23:54:20.470,4.465239583894127
2020-08-22 00:54:20.470,5.207680129271074
2020-08-22 01:54:20.470,5.878499346515162
2020-08-22 02:54:20.470,6.413737758073331
2020-08-22 03:54:20.470,11.256627265749781
2020-08-22 04:54:20.470,11.572802476705428
2020-08-22 05:54:20.470,11.474026042427553
2020-08-22 06:54:20.470,11.676016986840482
2020-08-22 07:54:20.470,11.773127071084986
2020-08-22 08:54:20.470,11.986361505282225
2020-08-22 09:54:20.470,11.685942301098132
2020-08-22 10:54:20.470,11.45681431257518
2020-08-22 11:54:20.470,11.666053408128013
2020-08-22 12:54:20.470,11.458509181242793
2020-08-22 13:54:20.470,11.64051043690496
2020-08-22 14:54:20.470,11.475214460310488
2020-08-22 15:54:20.470,11.268229615439376
2020-08-22 16:54:20.470,11.395103324667637
2020-08-22 17:54:20.470,11.32566881396343
2020-08-22 18:54:20.470,11.390823274740198
2020-08-22 19:54:20.470,11.504016323959084
2020-08-22 20:54:20.470,11.781058663574113
2020-08-22 21:54:20.470,11.514506340026855
2020-08-22 22:54:20.470,0.0
2020-08-22 23:54:20.470,11.593296981047846
2020-08-23 00:54:20.470,11.56739833323619
2020-08-23 01:54:20.470,0.0
2020-08-23 02:54:20.470,0.0
2020-08-23 03:54:20.470,0.0
2020-08-23 04:54:20.470,0.0
2020-08-23 05:54:20.470,0.0
2020-08-23 06:54:20.470,4.274586060712251
2020-08-23 07:54:20.470,4.535247471423993
2020-08-23 08:54:20.470,4.806305507668025
2020-08-23 09:54:20.470,5.080066109804239
2020-08-23 10:54:20.470,5.3508355754133925
2020-08-23 11:54:20.470,5.598809424161102
2020-08-23 12:54:20.470,5.835520101506596
2020-08-23 13:54:20.470,6.064522438569948
2020-08-23 14:54:20.470,6.288542903593988
2020-08-23 15:54:20.470,6.500292326185196
2020-08-23 16:54:20.470,6.698125981185109
2020-08-23 17:54:20.470,6.885503080840448
2020-08-23 18:54:20.470,6.991893695040138
2020-08-23 19:54:20.470,0.0
2020-08-23 20:54:20.470,0.0
2020-08-23 21:54:20.470,0.0
2020-08-23 22:54:20.470,0.0
2020-08-23 23:54:20.470,0.0
2020-08-24 00:54:20.470,0.0
2020-08-24 01:54:20.470,0.0
2020-08-24 02:54:20.470,0.0
2020-08-24 03:54:20.470,0.0
2020-08-24 04:54:20.470,8.54354950788377
2020-08-24 05:54:20.470,8.65392393642093
2020-08-24 06:54:20.470,8.81500020345453
2020-08-24 07:54:20.470,9.263362055927239
2020-08-24 08:54:20.470,12.143517584912622
2020-08-24 09:54:20.470,11.95780454725725
2020-08-24 10:54:20.470,12.051896287087603
2020-08-24 11:54:20.470,12.084168498602258
2020-08-24 12:54:20.470,12.060804360576808
2020-08-24 13:54:20.470,12.21782897038198
2020-08-24 14:54:20.470,11.794908034414878
2020-08-24 15:54:20.470,11.90637619700151
2020-08-24 16:54:20.470,11.686424699158785
2020-08-24 17:54:20.470,11.518363304493022
2020-08-24 18:54:20.470,11.654130203260141
2020-08-24 19:54:20.470,11.88085138824408
2020-08-24 20:54:20.470,11.744276911531193
2020-08-24 21:54:20.470,11.544814004817367
2020-08-24 22:54:20.470,11.429925956675127
2020-08-24 23:54:20.470,11.239649510560799
2020-08-25 00:54:20.470,13.130203457465612
2020-08-25 01:54:20.470,11.200312566510448
2020-08-25 02:54:20.470,11.118823251817073
2020-08-25 03:54:20.470,11.064190873415214
2020-08-25 04:54:20.470,11.186363718107756
2020-08-25 05:54:20.470,11.037195178193874
2020-08-25 06:54:20.470,8.177362144040963
2020-08-25 07:54:20.470,4.182249454783114
2020-08-25 08:54:20.470,3.5231273118233384
2020-08-25 09:54:20.470,3.8069845559883952
2020-08-25 10:54:20.470,3.9475887804008347
2020-08-25 11:54:20.470,0.0
2020-08-25 12:54:20.470,4.880612936045911
2020-08-25 13:54:20.470,5.403753433496656
2020-08-25 14:54:20.470,5.443910366335017
2020-08-25 15:54:20.470,0.0
2020-08-25 16:54:20.470,8.509461089000268
2020-08-25 17:54:20.470,8.785757939075106
2020-08-25 18:54:20.470,10.990045968133844
2020-08-25 19:54:20.470,11.528429648070766
2020-08-25 20:54:20.470,11.603297911833094
2020-08-25 21:54:20.470,11.467406660920021
2020-08-25 22:54:20.470,11.580805764361974
2020-08-25 23:54:20.470,11.7170972923478
2020-08-26 00:54:20.470,6.111050402629489
2020-08-26 01:54:20.470,3.7682690564373744
2020-08-26 02:54:20.470,6.864812564263197
2020-08-26 03:54:20.470,11.978097824579121
2020-08-26 04:54:20.470,11.923378156745027
2020-08-26 05:54:20.470,11.897985082766915
2020-08-26 06:54:20.470,11.86032789537051
2020-08-26 07:54:20.470,11.82998396340215
2020-08-26 08:54:20.470,11.702588325923982
2020-08-26 09:54:20.470,11.750040998991459
2020-08-26 10:54:20.470,12.101365107243627
2020-08-26 11:54:20.470,12.217175136562862
2020-08-26 12:54:20.470,12.446333163440537
2020-08-26 13:54:20.470,12.659437089508105
2020-08-26 14:54:20.470,12.681158814232818
2020-08-26 15:54:20.470,12.434527962587893
2020-08-26 16:54:20.470,12.355100716647335
2020-08-26 17:54:20.470,12.483017334942083
2020-08-26 18:54:20.470,12.503848268538711
2020-08-26 19:54:20.470,12.495950414954057
